
[Name]
symmetry 1

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], Velocity w [ m s^-1 ]
-1.60000000e+01, 3.00000000e+00, 1.24020576e-02, 1.17342407e+03, 8.00000000e+01, 0.00000000e+00, 0.00000000e+00
-2.07771417e-02, -6.08501959e+00, 1.24020576e-02, 3.26423706e+02, 9.00716553e+01, 4.60771285e-02, 0.00000000e+00
6.05232620e+00, -7.08568287e+00, 1.24020576e-02, 6.54934692e+01, 3.51421432e+01, 5.01555324e-01, 0.00000000e+00
-3.83439660e+00, -6.07792318e-01, 1.24020576e-02, 1.02493640e+03, 8.12573547e+01, -8.13275635e-01, 0.00000000e+00
-8.50512218e+00, 5.38380337e+00, 1.24020576e-02, 8.43633362e+02, 8.71115799e+01, -1.91916978e+00, 0.00000000e+00
-6.15860653e+00, 3.93867421e+00, 1.24020576e-02, 8.14571838e+02, 8.51428604e+01, -3.90933663e-01, 0.00000000e+00
-1.08350697e+01, 5.79502392e+00, 1.24020576e-02, 9.29079041e+02, 8.70614395e+01, -3.16727757e+00, 0.00000000e+00
-3.45092249e+00, -3.66140461e+00, 1.24020576e-02, 7.29387207e+02, 8.60691147e+01, -1.55618215e+00, 0.00000000e+00
5.98434162e+00, -1.77193058e+00, 1.24020576e-02, 4.39561806e+01, 9.78960571e+01, -4.22931522e-01, 0.00000000e+00
-4.11471987e+00, 4.63702798e-01, 1.24020576e-02, 9.98238159e+02, 8.14454117e+01, 4.55828339e-01, 0.00000000e+00
1.22945919e+01, -6.57011175e+00, 1.24020576e-02, 5.64931412e+01, 6.12610664e+01, 8.19488823e-01, 0.00000000e+00
2.95371222e+00, -2.63487053e+00, 1.24020576e-02, -1.94581909e+02, 9.41155014e+01, 3.64197421e+00, 0.00000000e+00
1.40000000e+01, -3.29999995e+00, 1.24020576e-02, 0.00000000e+00, 9.39417953e+01, 2.79633856e+00, 0.00000000e+00
1.40000000e+01, -3.59999990e+00, 1.24020576e-02, 0.00000000e+00, 9.41948547e+01, 2.48578310e+00, 0.00000000e+00
1.37392101e+01, -6.36779213e+00, 1.24020576e-02, 8.78876019e+00, 6.84503326e+01, 1.21209049e+00, 0.00000000e+00
1.38020115e+01, -6.10937405e+00, 1.24020576e-02, 6.23970842e+00, 7.81678848e+01, 1.37280238e+00, 0.00000000e+00
-1.13699703e+01, -7.22851753e+00, 1.24020576e-02, 8.88080261e+02, 3.87322388e+01, 9.87226844e-01, 0.00000000e+00
-1.06561651e+01, -6.56627750e+00, 1.24020576e-02, 9.05773376e+02, 8.58825226e+01, 3.31547856e+00, 0.00000000e+00
2.00000003e-01, 7.50000000e+00, 1.24020576e-02, 3.23714661e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
4.03046787e-01, 7.21857309e+00, 1.24020576e-02, 2.77103271e+02, 2.97156067e+01, -1.80569172e-01, 0.00000000e+00
5.00000000e-01, 7.50000000e+00, 1.24020576e-02, 2.57076263e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-7.02792358e+00, 5.55434465e+00, 1.24020576e-02, 7.83927551e+02, 8.83144531e+01, -1.45038176e+00, 0.00000000e+00
-1.15000000e+01, -7.50000000e+00, 1.24020576e-02, 8.91781128e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-1.18000002e+01, -7.50000000e+00, 1.24020576e-02, 9.23152588e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-1.41999998e+01, -7.50000000e+00, 1.24020576e-02, 1.38281714e+03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-1.45000000e+01, -7.50000000e+00, 1.24020576e-02, 1.52855347e+03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
3.17474365e-01, 3.94682026e+00, 1.24020576e-02, 1.36055786e+02, 9.25393600e+01, 2.38465285e+00, 0.00000000e+00
6.17092907e-01, 3.89217091e+00, 1.24020576e-02, 8.46253815e+01, 9.30697632e+01, 2.13718390e+00, 0.00000000e+00
-3.28984785e+00, -2.29330063e+00, 1.24020576e-02, 8.67815247e+02, 8.36014175e+01, -2.54294610e+00, 0.00000000e+00
-1.16980839e+01, 7.25170708e+00, 1.24020576e-02, 8.60474792e+02, 3.87864456e+01, -1.06820381e+00, 0.00000000e+00
-1.00000001e-01, -7.50000000e+00, 1.24020576e-02, 3.52089355e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-4.00000006e-01, -7.50000000e+00, 1.24020576e-02, 3.73975830e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
1.21999998e+01, 7.50000000e+00, 1.24020576e-02, 4.77074661e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
1.25000000e+01, 7.50000000e+00, 1.24020576e-02, 5.16032410e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-1.60000000e+01, -1.50000000e+00, 1.24020576e-02, 1.12997290e+03, 8.00000000e+01, 0.00000000e+00, 0.00000000e+00
-1.60000000e+01, -1.20000005e+00, 1.24020576e-02, 1.12524634e+03, 8.00000000e+01, 0.00000000e+00, 0.00000000e+00
5.14250660e+00, 7.27574015e+00, 1.24020576e-02, 5.08415222e+01, 2.13032627e+01, -2.32398793e-01, 0.00000000e+00
7.45208168e+00, -6.69684792e+00, 1.24020576e-02, 7.32976608e+01, 5.96946640e+01, 8.24865997e-01, 0.00000000e+00
1.37366476e+01, 5.77615213e+00, 1.24020576e-02, 9.66916656e+00, 8.75950394e+01, -1.42979324e+00, 0.00000000e+00
3.80730104e+00, -6.62658024e+00, 1.24020576e-02, 1.25106796e+02, 7.03233719e+01, 1.25456786e+00, 0.00000000e+00
9.63974762e+00, -7.25604677e+00, 1.24020576e-02, 5.59233704e+01, 1.85192471e+01, 1.98670123e-02, 0.00000000e+00
-3.09999990e+00, 7.50000000e+00, 1.24020576e-02, 5.48064697e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-2.79999995e+00, 7.50000000e+00, 1.24020576e-02, 5.26554688e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
7.96759796e+00, 6.42978525e+00, 1.24020576e-02, 5.76118584e+01, 7.37204742e+01, -1.29855967e+00, 0.00000000e+00
-7.00000000e+00, -7.50000000e+00, 1.24020576e-02, 7.56133911e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-7.30000019e+00, -7.50000000e+00, 1.24020576e-02, 7.64514160e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
6.36596620e-01, 7.28338003e+00, 1.24020576e-02, 2.49022629e+02, 2.32542534e+01, 1.10150993e-01, 0.00000000e+00
-7.77986622e+00, -7.15499353e+00, 1.24020576e-02, 7.84143372e+02, 3.64861183e+01, 5.79452455e-01, 0.00000000e+00
-9.25107574e+00, -7.26110315e+00, 1.24020576e-02, 7.79021240e+02, 2.96853237e+01, 2.56580468e-02, 0.00000000e+00
7.09999990e+00, 7.50000000e+00, 1.24020576e-02, 6.04147339e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
7.40000010e+00, 7.50000000e+00, 1.24020576e-02, 5.00836639e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-1.56211376e+01, 3.19850421e+00, 1.24020576e-02, 1.18220911e+03, 8.00202560e+01, -2.28360221e-01, 0.00000000e+00
1.40000000e+01, 6.90000010e+00, 1.24020576e-02, 0.00000000e+00, 4.00183258e+01, -1.00674796e+00, 0.00000000e+00
1.40000000e+01, 6.59999990e+00, 1.24020576e-02, 0.00000000e+00, 5.73015900e+01, -9.62261319e-01, 0.00000000e+00
-1.57232962e+01, -2.03482628e+00, 1.24020576e-02, 1.14086536e+03, 8.00088501e+01, 8.85891914e-02, 0.00000000e+00
-1.41999998e+01, 7.50000000e+00, 1.24020576e-02, 1.41866931e+03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-1.38999996e+01, 7.50000000e+00, 1.24020576e-02, 1.27919019e+03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
1.40000000e+01, -1.20000005e+00, 1.24020576e-02, 0.00000000e+00, 8.69693909e+01, 9.12203598e+00, 0.00000000e+00
1.40000000e+01, -1.50000000e+00, 1.24020576e-02, 0.00000000e+00, 8.97768402e+01, 8.15132236e+00, 0.00000000e+00
2.90000010e+00, -7.50000000e+00, 1.24020576e-02, 1.61362183e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
2.59999990e+00, -7.50000000e+00, 1.24020576e-02, 1.73780670e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-1.03000002e+01, -7.50000000e+00, 1.24020576e-02, 8.70429565e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-1.06000004e+01, -7.50000000e+00, 1.24020576e-02, 9.10606323e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-1.23999996e+01, 7.50000000e+00, 1.24020576e-02, 1.03133423e+03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-1.21000004e+01, 7.50000000e+00, 1.24020576e-02, 9.18861267e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
1.37723379e+01, -6.85481548e+00, 1.24020576e-02, 2.36011658e+01, 4.37720299e+01, 8.47330451e-01, 0.00000000e+00
-1.77514553e+00, 3.58886790e+00, 1.24020576e-02, 5.24468140e+02, 8.79311066e+01, 3.28424072e+00, 0.00000000e+00
-6.55953264e+00, 7.26962757e+00, 1.24020576e-02, 6.92510315e+02, 2.49913979e+01, -1.63987249e-01, 0.00000000e+00
-1.60000000e+01, 1.79999995e+00, 1.24020576e-02, 1.13539087e+03, 8.00000000e+01, 0.00000000e+00, 0.00000000e+00
-1.60000000e+01, 2.09999990e+00, 1.24020576e-02, 1.14244873e+03, 8.00000000e+01, 0.00000000e+00, 0.00000000e+00
-1.57938185e+01, 4.11846012e-01, 1.24020576e-02, 1.11715100e+03, 8.00048447e+01, -1.16879568e-02, 0.00000000e+00
-7.59999990e+00, 7.50000000e+00, 1.24020576e-02, 7.44828918e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-7.45015335e+00, 7.20744181e+00, 1.24020576e-02, 7.41188660e+02, 3.20185432e+01, -2.48440564e-01, 0.00000000e+00
-7.30000019e+00, 7.50000000e+00, 1.24020576e-02, 7.46082642e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
1.30388708e+01, 2.71209359e-01, 1.24020576e-02, -1.69207516e+01, 6.75820007e+01, -4.13731754e-01, 0.00000000e+00
5.15074492e+00, -7.30724382e+00, 1.24020576e-02, 7.50655975e+01, 1.70864925e+01, -4.15188782e-02, 0.00000000e+00
-1.60000000e+01, 3.90000010e+00, 1.24020576e-02, 1.22411426e+03, 8.00000000e+01, 0.00000000e+00, 0.00000000e+00
-1.60000000e+01, 4.19999981e+00, 1.24020576e-02, 1.24684241e+03, 8.00000000e+01, 0.00000000e+00, 0.00000000e+00
-7.00000000e+00, 7.50000000e+00, 1.24020576e-02, 7.60342407e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-6.69999981e+00, 7.50000000e+00, 1.24020576e-02, 7.18876282e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-2.50000000e+00, 7.50000000e+00, 1.24020576e-02, 5.03456726e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-2.20000005e+00, 7.50000000e+00, 1.24020576e-02, 4.83704407e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-2.50000000e+00, -7.50000000e+00, 1.24020576e-02, 5.23432434e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-2.79999995e+00, -7.50000000e+00, 1.24020576e-02, 5.47394409e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
7.99677229e+00, -3.65362912e-01, 1.24020576e-02, -4.86528587e+01, 7.07945328e+01, 2.02469978e+01, 0.00000000e+00
8.38286209e+00, -7.27811384e+00, 1.24020576e-02, 5.35862389e+01, 1.70589371e+01, 1.28055558e-01, 0.00000000e+00
1.40000000e+01, -6.90000010e+00, 1.24020576e-02, 0.00000000e+00, 3.96991310e+01, 1.17092752e+00, 0.00000000e+00
1.40000000e+01, -7.19999981e+00, 1.24020576e-02, 0.00000000e+00, 1.96924934e+01, 8.08770180e-01, 0.00000000e+00
-1.60000000e+01, -5.40000010e+00, 1.24020576e-02, 1.37886084e+03, 8.00000000e+01, 0.00000000e+00, 0.00000000e+00
-1.60000000e+01, -5.09999990e+00, 1.24020576e-02, 1.33715784e+03, 8.00000000e+01, 0.00000000e+00, 0.00000000e+00
-9.39999962e+00, -7.50000000e+00, 1.24020576e-02, 7.75580444e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-9.69999981e+00, -7.50000000e+00, 1.24020576e-02, 8.18948853e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-1.09394729e+00, 3.58517718e+00, 1.24020576e-02, 3.92816040e+02, 8.93206177e+01, 3.71515822e+00, 0.00000000e+00
1.40000000e+01, -1.79999995e+00, 1.24020576e-02, 0.00000000e+00, 9.16587677e+01, 7.02403975e+00, 0.00000000e+00
1.40000000e+01, -2.09999990e+00, 1.24020576e-02, 0.00000000e+00, 9.27663574e+01, 5.86522770e+00, 0.00000000e+00
4.69999981e+00, -7.50000000e+00, 1.24020576e-02, 9.09242554e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
4.40000010e+00, -7.50000000e+00, 1.24020576e-02, 1.12409760e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
5.59999990e+00, 7.50000000e+00, 1.24020576e-02, 5.48181610e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
5.90000010e+00, 7.50000000e+00, 1.24020576e-02, 6.73491058e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
1.40000000e+01, 1.20000005e+00, 1.24020576e-02, 0.00000000e+00, 7.32414856e+01, 7.99179459e+00, 0.00000000e+00
1.40000000e+01, 8.99999976e-01, 1.24020576e-02, 0.00000000e+00, 6.94962921e+01, 9.10187912e+00, 0.00000000e+00
-1.19654884e+01, 7.28691101e+00, 1.24020576e-02, 8.59203796e+02, 3.53110924e+01, -1.39950013e+00, 0.00000000e+00
-1.60000000e+01, -6.59999990e+00, 1.24020576e-02, 1.70894556e+03, 8.00000000e+01, 0.00000000e+00, 0.00000000e+00
-1.60000000e+01, 2.40000010e+00, 1.24020576e-02, 1.15123486e+03, 8.00000000e+01, 0.00000000e+00, 0.00000000e+00
1.36999998e+01, -7.50000000e+00, 1.24020576e-02, 4.03728180e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
1.40000000e+01, -7.50000000e+00, 1.24020576e-02, 3.15572357e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-1.56999998e+01, -7.50000000e+00, 1.24020576e-02, 2.47294531e+03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-1.60000000e+01, -7.19999981e+00, 1.24020576e-02, 2.39044873e+03, 8.00000000e+01, 0.00000000e+00, 0.00000000e+00
-1.60000000e+01, -7.50000000e+00, 1.24020576e-02, 2.73136694e+03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-1.60000000e+01, -4.80000019e+00, 1.24020576e-02, 1.30200757e+03, 8.00000000e+01, 0.00000000e+00, 0.00000000e+00
-1.60000000e+01, -4.50000000e+00, 1.24020576e-02, 1.27173169e+03, 8.00000000e+01, 0.00000000e+00, 0.00000000e+00
-1.60000000e+01, -3.29999995e+00, 1.24020576e-02, 1.18848328e+03, 8.00000000e+01, 0.00000000e+00, 0.00000000e+00
-1.60000000e+01, -3.00000000e+00, 1.24020576e-02, 1.17458252e+03, 8.00000000e+01, 0.00000000e+00, 0.00000000e+00
1.21999998e+01, -7.50000000e+00, 1.24020576e-02, 6.29848404e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
1.18999996e+01, -7.50000000e+00, 1.24020576e-02, 6.55942841e+01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
-3.40000010e+00, -7.50000000e+00, 1.24020576e-02, 5.89083984e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00
6.11480951e+00, -7.29827547e+00, 1.24020576e-02, 6.49909363e+01, 1.84420815e+01, 1.38512030e-01, 0.00000000e+00
3.40244007e+00, 1.41679633e+00, 1.24020576e-02, -4.47201843e+02, 1.00758789e+02, -1.65694690e+00, 0.00000000e+00
3.51033926e+00, 1.11999929e+00, 1.24020576e-02, -5.65076050e+02, 9.25512772e+01, -7.59105980e-01, 0.00000000e+00
3.04538155e+00, 2.10118246e+00, 1.24020576e-02, -3.03550323e+02, 9.84250488e+01, -1.33968437e+00, 0.00000000e+00
3.29283524e+00, 1.19806516e+00, 1.24020576e-02, -4.90629639e+02, 9.60024643e+01, 6.83736503e-01, 0.00000000e+00
3.32688975e+00, 1.67870092e+00, 1.24020576e-02, -3.65713287e+02, 1.00809074e+02, -1.92584360e+00, 0.00000000e+00
3.15360999e+00, 1.51789904e+00, 1.24020576e-02, -3.97158142e+02, 1.00682014e+02, -3.30205113e-01, 0.00000000e+00
3.39709997e+00, 8.63839030e-01, 1.24020576e-02, -5.73158325e+02, 7.30722046e+01, 4.10474396e+00, 0.00000000e+00
3.35315466e+00, 1.03361404e+00, 1.24020576e-02, -5.36735107e+02, 8.63544922e+01, 2.25559425e+00, 0.00000000e+00
3.21664333e+00, 1.88991463e+00, 1.24020576e-02, -3.26471039e+02, 9.95306396e+01, -1.72781122e+00, 0.00000000e+00
3.65317702e+00, 5.53394258e-01, 1.24020576e-02, -6.36740112e+02, 4.43390312e+01, 1.00936565e+01, 0.00000000e+00
3.70456409e+00, 2.56702304e-01, 1.24020576e-02, -5.61213501e+02, 2.31720524e+01, 1.95322285e+01, 0.00000000e+00
3.62251854e+00, 8.50114167e-01, 1.24020576e-02, -6.55475769e+02, 7.35573654e+01, 1.73965120e+00, 0.00000000e+00
3.55005264e+00, -1.06931841e+00, 1.24020576e-02, -7.15773582e+00, 7.86046982e+01, 1.47330236e+01, 0.00000000e+00
3.71212268e+00, -1.37064326e+00, 1.24020576e-02, 1.02814552e+02, 8.34420242e+01, 8.53279686e+00, 0.00000000e+00
3.61823058e+00, -7.86057591e-01, 1.24020576e-02, 3.20393944e+01, 6.42817307e+01, 1.89971962e+01, 0.00000000e+00
3.42015433e+00, -1.29776740e+00, 1.24020576e-02, -1.47772552e+02, 8.58733444e+01, 1.27883196e+01, 0.00000000e+00
3.31032443e+00, -1.48866498e+00, 1.24020576e-02, -2.13026428e+02, 8.93349609e+01, 1.10510006e+01, 0.00000000e+00
3.49811387e+00, -1.57022059e+00, 1.24020576e-02, -9.40244217e+01, 8.79268494e+01, 8.79059696e+00, 0.00000000e+00
3.49035025e+00, -1.82190609e+00, 1.24020576e-02, -8.80818100e+01, 8.97149887e+01, 6.77422333e+00, 0.00000000e+00
3.00279617e+00, -2.04736662e+00, 1.24020576e-02, -3.11525940e+02, 9.38408279e+01, 6.52714777e+00, 0.00000000e+00
2.78205919e+00, -2.39565015e+00, 1.24020576e-02, -3.01555908e+02, 9.48971176e+01, 4.38569927e+00, 0.00000000e+00
1.59321797e+00, -3.37418985e+00, 1.24020576e-02, -1.19765701e+02, 9.49598694e+01, -3.73316884e-01, 0.00000000e+00
1.81052756e+00, -3.25657749e+00, 1.24020576e-02, -1.54222122e+02, 9.51909866e+01, 1.80843040e-01, 0.00000000e+00
1.33632374e+00, -3.43356180e+00, 1.24020576e-02, -8.14560394e+01, 9.46983871e+01, -9.77422059e-01, 0.00000000e+00
5.59222579e-01, -3.75748754e+00, 1.24020576e-02, 8.49611130e+01, 9.32507858e+01, -2.16763473e+00, 0.00000000e+00
3.25599551e-01, -3.68473387e+00, 1.24020576e-02, 1.17059738e+02, 9.28682404e+01, -2.65254688e+00, 0.00000000e+00
8.44806969e-01, -3.60560679e+00, 1.24020576e-02, 1.10362206e+01, 9.38590012e+01, -1.88614678e+00, 0.00000000e+00
9.07185599e-02, -3.69666362e+00, 1.24020576e-02, 1.63636856e+02, 9.23507004e+01, -2.92500710e+00, 0.00000000e+00
-1.58062706e+01, -2.29345965e+00, 1.24020576e-02, 1.14824585e+03, 8.00049438e+01, 7.33024031e-02, 0.00000000e+00
-1.30140328e+00, -3.58760786e+00, 1.24020576e-02, 4.65568390e+02, 8.89935226e+01, -3.63368797e+00, 0.00000000e+00
-9.82766747e-01, -3.60565639e+00, 1.24020576e-02, 3.98783478e+02, 8.97452545e+01, -3.70635414e+00, 0.00000000e+00
-1.12433684e+00, -3.42694330e+00, 1.24020576e-02, 4.37476227e+02, 8.92075806e+01, -4.08352280e+00, 0.00000000e+00
-2.69995618e+00, -2.93060160e+00, 1.24020576e-02, 7.44959595e+02, 8.53572464e+01, -3.11113191e+00, 0.00000000e+00
-1.56426489e+00, -3.65997243e+00, 1.24020576e-02, 5.12246704e+02, 8.85680695e+01, -3.33179283e+00, 0.00000000e+00
-3.02020788e+00, -2.45601869e+00, 1.24020576e-02, 8.36630310e+02, 8.40454941e+01, -2.94528222e+00, 0.00000000e+00
-4.61967349e-01, -3.62692833e+00, 1.24020576e-02, 2.81707153e+02, 9.10366287e+01, -3.55978227e+00, 0.00000000e+00
-7.06344187e-01, -3.65240383e+00, 1.24020576e-02, 3.36599213e+02, 9.04541245e+01, -3.59680820e+00, 0.00000000e+00
-2.37191558e+00, -2.97456193e+00, 1.24020576e-02, 7.04961548e+02, 8.58522263e+01, -3.57630658e+00, 0.00000000e+00
-2.45812321e+00, -2.73065257e+00, 1.24020576e-02, 7.51206482e+02, 8.51593094e+01, -3.74824309e+00, 0.00000000e+00
-3.07908034e+00, -1.96070600e+00, 1.24020576e-02, 9.15741150e+02, 8.28906860e+01, -2.96885347e+00, 0.00000000e+00
-3.02186012e+00, -2.16410708e+00, 1.24020576e-02, 8.84285461e+02, 8.33808212e+01, -3.05352235e+00, 0.00000000e+00
-2.89041591e+00, -1.97081864e+00, 1.24020576e-02, 9.11004883e+02, 8.29359360e+01, -3.33862543e+00, 0.00000000e+00
1.40000000e+01, -5.09999990e+00, 1.24020576e-02, 0.00000000e+00, 9.46827087e+01, 1.93461871e+00, 0.00000000e+00
1.40000000e+01, -5.40000010e+00, 1.24020576e-02, 0.00000000e+00, 9.29424591e+01, 1.81659508e+00, 0.00000000e+00
-2.80165601e+00, -2.32735372e+00, 1.24020576e-02, 8.47379211e+02, 8.38514099e+01, -3.42962050e+00, 0.00000000e+00
-3.87758946e+00, 4.21248078e-01, 1.24020576e-02, 1.01860803e+03, 8.11763077e+01, 5.25295496e-01, 0.00000000e+00
-4.04205179e+00, 6.53324306e-01, 1.24020576e-02, 9.95232361e+02, 8.14864578e+01, 7.06816614e-01, 0.00000000e+00
-4.02687454e+00, 9.33737338e-01, 1.24020576e-02, 9.78955444e+02, 8.17157211e+01, 9.70914185e-01, 0.00000000e+00
-3.75545979e+00, 1.11811566e+00, 1.24020576e-02, 9.80388428e+02, 8.16962128e+01, 1.38307369e+00, 0.00000000e+00
-4.06230640e+00, 1.22604585e+00, 1.24020576e-02, 9.56094482e+02, 8.20494308e+01, 1.15510976e+00, 0.00000000e+00
-3.66618752e+00, 1.35331464e+00, 1.24020576e-02, 9.61872803e+02, 8.19223785e+01, 1.69910598e+00, 0.00000000e+00
-3.84921551e+00, 1.35820353e+00, 1.24020576e-02, 9.53458557e+02, 8.20707550e+01, 1.43398535e+00, 0.00000000e+00
-3.51806641e+00, -1.05069363e+00, 1.24020576e-02, 1.02376031e+03, 8.13733292e+01, -1.63324904e+00, 0.00000000e+00
-3.62158799e+00, -5.02633870e-01, 1.24020576e-02, 1.05314880e+03, 8.08900604e+01, -8.14250648e-01, 0.00000000e+00
-3.75679374e+00, -2.95410246e-01, 1.24020576e-02, 1.04624524e+03, 8.09776764e+01, -4.40113574e-01, 0.00000000e+00
-3.77562404e+00, 1.51110494e+00, 1.24020576e-02, 9.44425049e+02, 8.22257690e+01, 1.65600550e+00, 0.00000000e+00
-3.68131089e+00, 7.30470896e-01, 1.24020576e-02, 1.02841296e+03, 8.11613312e+01, 1.03157759e+00, 0.00000000e+00
-3.22206402e+00, 1.76583540e+00, 1.24020576e-02, 9.28987732e+02, 8.24295197e+01, 2.59307742e+00, 0.00000000e+00
-3.47929025e+00, 1.54892027e+00, 1.24020576e-02, 9.52496582e+02, 8.21302414e+01, 2.07357764e+00, 0.00000000e+00
-3.53116465e+00, 9.94744480e-01, 1.24020576e-02, 1.01447198e+03, 8.12975922e+01, 1.50511444e+00, 0.00000000e+00
-3.12101007e+00, 2.11556149e+00, 1.24020576e-02, 8.68865417e+02, 8.32131348e+01, 2.81104326e+00, 0.00000000e+00
-2.82601523e+00, 2.31625533e+00, 1.24020576e-02, 8.22565857e+02, 8.37535934e+01, 3.30935931e+00, 0.00000000e+00
-3.01929784e+00, 2.42519403e+00, 1.24020576e-02, 8.14436707e+02, 8.39475861e+01, 2.91838312e+00, 0.00000000e+00
-3.47146440e+00, 1.22907138e+00, 1.24020576e-02, 9.94554321e+02, 8.15836639e+01, 1.84053707e+00, 0.00000000e+00
-3.22518635e+00, 1.35808623e+00, 1.24020576e-02, 9.89890015e+02, 8.16012650e+01, 2.28749514e+00, 0.00000000e+00
-3.15568781e+00, 1.51804149e+00, 1.24020576e-02, 9.59715759e+02, 8.19367218e+01, 2.57095003e+00, 0.00000000e+00
-2.89124417e+00, 1.96959782e+00, 1.24020576e-02, 8.88539856e+02, 8.28957748e+01, 3.27667284e+00, 0.00000000e+00
-2.98916698e+00, 1.82516134e+00, 1.24020576e-02, 9.16390625e+02, 8.25288162e+01, 3.03797698e+00, 0.00000000e+00
-2.75928211e+00, 2.60180306e+00, 1.24020576e-02, 7.74161621e+02, 8.45004959e+01, 3.26848745e+00, 0.00000000e+00
-2.44917679e+00, 2.73322797e+00, 1.24020576e-02, 7.20275330e+02, 8.51013489e+01, 3.68985343e+00, 0.00000000e+00
-1.98892772e+00, 3.12910151e+00, 1.24020576e-02, 6.01190979e+02, 8.66717911e+01, 3.84773207e+00, 0.00000000e+00
-1.68111444e+00, 3.32196927e+00, 1.24020576e-02, 5.25758728e+02, 8.76289825e+01, 3.85963464e+00, 0.00000000e+00
-1.35788107e+00, 3.42940974e+00, 1.24020576e-02, 4.51781647e+02, 8.84968262e+01, 3.91315889e+00, 0.00000000e+00
1.18354738e+00, 3.77627492e+00, 1.24020576e-02, 2.56796074e+00, 9.39528198e+01, 1.48410988e+00, 0.00000000e+00
1.62355316e+00, 3.32816148e+00, 1.24020576e-02, -1.17938225e+02, 9.49412994e+01, 1.21277893e+00, 0.00000000e+00
1.00366759e+00, 3.55053616e+00, 1.24020576e-02, -2.33625412e+01, 9.38824921e+01, 2.09428525e+00, 0.00000000e+00
2.18634439e+00, 2.74249172e+00, 1.24020576e-02, -2.33932953e+02, 9.62301254e+01, 3.91213924e-01, 0.00000000e+00
2.47103143e+00, 2.96482968e+00, 1.24020576e-02, -1.97888855e+02, 9.60538177e+01, -3.23739916e-01, 0.00000000e+00
2.11315346e+00, 3.06901860e+00, 1.24020576e-02, -1.86331329e+02, 9.57165909e+01, 3.72479439e-01, 0.00000000e+00
2.02820182e+00, -3.08073711e+00, 1.24020576e-02, -2.03277176e+02, 9.54375229e+01, 8.60060155e-01, 0.00000000e+00
1.16810769e-01, 3.70198655e+00, 1.24020576e-02, 1.36276566e+02, 9.21652374e+01, 3.03478003e+00, 0.00000000e+00
-3.44850111e+00, -1.32557273e+00, 1.24020576e-02, 9.96275696e+02, 8.17463684e+01, -2.00961876e+00, 0.00000000e+00
