
[Name]
symmetry 1

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], Velocity w [ m s^-1 ]
-1.43637991e+01, 5.99060345e+00, 1.24020576e-02, 1.32324219e+03, 8.22945862e+01, -3.64094162e+00, 0.00000000e+00
1.10901613e+01, 6.15398264e+00, 1.24020576e-02, 4.20019379e+01, 7.95728836e+01, -1.22864079e+00, 0.00000000e+00
1.10353947e+01, 5.90027618e+00, 1.24020576e-02, 4.51463089e+01, 8.72983398e+01, -1.51117909e+00, 0.00000000e+00
1.13889694e+01, 5.97092247e+00, 1.24020576e-02, 4.44854279e+01, 8.46867294e+01, -1.36101544e+00, 0.00000000e+00
9.13035011e+00, -8.18455070e-02, 1.24020576e-02, 4.79500008e+01, 6.25038567e+01, 1.64204006e+01, 0.00000000e+00
8.92476177e+00, -9.05553326e-02, 1.24020576e-02, 6.43132858e+01, 6.27207603e+01, 1.91036282e+01, 0.00000000e+00
9.06073189e+00, -3.05315614e-01, 1.24020576e-02, 1.04365692e+02, 6.39489288e+01, 1.67270164e+01, 0.00000000e+00
2.29337120e+00, 4.09763288e+00, 1.24020576e-02, -1.69075909e+01, 9.47336655e+01, -4.75832224e-01, 0.00000000e+00
2.59081197e+00, 3.99597168e+00, 1.24020576e-02, -3.30590324e+01, 9.48786621e+01, -8.76007855e-01, 0.00000000e+00
2.48328543e+00, 4.32608032e+00, 1.24020576e-02, 3.51683617e+00, 9.47733078e+01, -8.23340595e-01, 0.00000000e+00
-4.98480082e+00, 5.81765556e+00, 1.24020576e-02, 6.92535767e+02, 8.93431702e+01, -7.41329730e-01, 0.00000000e+00
-5.07469130e+00, 5.50209951e+00, 1.24020576e-02, 7.08746460e+02, 8.89880905e+01, -6.41282260e-01, 0.00000000e+00
7.26207972e+00, 3.84137321e+00, 1.24020576e-02, 1.15414543e+02, 9.26034317e+01, -1.60503876e+00, 0.00000000e+00
7.06379700e+00, 4.15225315e+00, 1.24020576e-02, 1.03285645e+02, 9.30929260e+01, -1.92802203e+00, 0.00000000e+00
6.93004179e+00, 3.83203316e+00, 1.24020576e-02, 1.14444580e+02, 9.23879166e+01, -1.91360807e+00, 0.00000000e+00
5.73513412e+00, -1.30993772e+00, 1.24020576e-02, 6.10560837e+01, 8.79913330e+01, -5.90763283e+00, 0.00000000e+00
5.98431301e+00, -1.08518803e+00, 1.24020576e-02, -4.99373207e+01, 7.95441360e+01, -6.36506605e+00, 0.00000000e+00
5.65927601e+00, -9.84555662e-01, 1.24020576e-02, 9.42069092e+01, 6.85528793e+01, -1.08511286e+01, 0.00000000e+00
-9.85588551e+00, -4.37925863e+00, 1.24020576e-02, 9.39556702e+02, 8.41262436e+01, 1.86608696e+00, 0.00000000e+00
-9.63100910e+00, -4.58788013e+00, 1.24020576e-02, 9.24634277e+02, 8.45558167e+01, 1.91609776e+00, 0.00000000e+00
-9.55277824e+00, -4.19490528e+00, 1.24020576e-02, 9.30124451e+02, 8.40268173e+01, 1.69250834e+00, 0.00000000e+00
-5.95456553e+00, -2.19724321e+00, 1.24020576e-02, 8.85624939e+02, 8.33015213e+01, -1.32287994e-01, 0.00000000e+00
-3.36871099e+00, 4.92028379e+00, 1.24020576e-02, 6.27306335e+02, 8.86376038e+01, 5.46061456e-01, 0.00000000e+00
-3.64977050e+00, 5.10906029e+00, 1.24020576e-02, 6.39283386e+02, 8.89089584e+01, 2.48230457e-01, 0.00000000e+00
-3.68435550e+00, 4.80387259e+00, 1.24020576e-02, 6.55708862e+02, 8.81067734e+01, 4.62119192e-01, 0.00000000e+00
-1.32484035e+01, 4.38014174e+00, 1.24020576e-02, 1.13062646e+03, 8.17041092e+01, -2.17264867e+00, 0.00000000e+00
-1.13006573e+01, 3.82381034e+00, 1.24020576e-02, 1.00785187e+03, 8.26627426e+01, -1.80897391e+00, 0.00000000e+00
-1.13858137e+01, 4.12135649e+00, 1.24020576e-02, 1.00858282e+03, 8.29206085e+01, -2.01474810e+00, 0.00000000e+00
1.25941706e+01, -1.48159599e+00, 1.24020576e-02, -7.34270630e+01, 8.97635574e+01, 8.37546945e-01, 0.00000000e+00
-4.69005156e+00, -5.60831738e+00, 1.24020576e-02, 6.92047363e+02, 8.95576401e+01, 5.59877098e-01, 0.00000000e+00
-4.79419756e+00, -5.32767248e+00, 1.24020576e-02, 7.09345581e+02, 8.88588943e+01, 4.64987248e-01, 0.00000000e+00
-5.01016617e+00, -5.56089497e+00, 1.24020576e-02, 7.10154541e+02, 8.93267288e+01, 6.90580189e-01, 0.00000000e+00
-6.74293327e+00, 1.20390844e+00, 1.24020576e-02, 9.11847839e+02, 8.26147842e+01, -4.23153229e-02, 0.00000000e+00
-6.54231977e+00, 1.28762233e+00, 1.24020576e-02, 9.09611267e+02, 8.26625290e+01, -1.41179567e-04, 0.00000000e+00
1.08342400e+01, 6.05888367e+00, 1.24020576e-02, 4.41394806e+01, 8.28317337e+01, -1.37760162e+00, 0.00000000e+00
1.05333710e+01, 5.99907732e+00, 1.24020576e-02, 4.80097084e+01, 8.47732697e+01, -1.48554862e+00, 0.00000000e+00
1.07447987e+01, 5.72159004e+00, 1.24020576e-02, 4.63873482e+01, 9.02240219e+01, -1.70058310e+00, 0.00000000e+00
1.12266083e+01, -5.61727667e+00, 1.24020576e-02, 6.66425018e+01, 9.16764297e+01, 1.46959472e+00, 0.00000000e+00
1.10896044e+01, -5.82934093e+00, 1.24020576e-02, 6.70962067e+01, 8.84918594e+01, 1.38366759e+00, 0.00000000e+00
1.14511118e+01, -5.85972500e+00, 1.24020576e-02, 6.51710052e+01, 8.79490585e+01, 1.39001095e+00, 0.00000000e+00
-1.04248619e+01, 5.52137995e+00, 1.24020576e-02, 9.18202393e+02, 8.63564835e+01, -2.74985337e+00, 0.00000000e+00
-1.04115610e+01, 5.80681944e+00, 1.24020576e-02, 9.05726379e+02, 8.74177399e+01, -2.95109034e+00, 0.00000000e+00
-1.06151772e+01, 5.77085781e+00, 1.24020576e-02, 9.18139404e+02, 8.71484604e+01, -3.03420353e+00, 0.00000000e+00
-1.22714005e+01, 2.79106760e+00, 1.24020576e-02, 1.05656848e+03, 8.13430176e+01, -1.18609059e+00, 0.00000000e+00
-1.18914852e+01, 2.84741998e+00, 1.24020576e-02, 1.04207544e+03, 8.15609207e+01, -1.24570310e+00, 0.00000000e+00
-1.22241249e+01, 3.09226608e+00, 1.24020576e-02, 1.05666675e+03, 8.15086517e+01, -1.35378230e+00, 0.00000000e+00
-7.11100960e+00, -6.46185970e+00, 1.24020576e-02, 7.67032043e+02, 8.33736191e+01, 1.63959706e+00, 0.00000000e+00
-1.45505400e+01, -3.39796782e+00, 1.24020576e-02, 1.16719897e+03, 8.03291168e+01, 8.69252682e-01, 0.00000000e+00
-1.45851583e+01, -3.14731836e+00, 1.24020576e-02, 1.15840137e+03, 8.02815704e+01, 7.51175404e-01, 0.00000000e+00
-1.48404322e+01, -3.30462408e+00, 1.24020576e-02, 1.17164148e+03, 8.02097473e+01, 6.83787763e-01, 0.00000000e+00
-1.00748749e+01, -2.09106350e+00, 1.24020576e-02, 9.78986938e+02, 8.20692139e+01, 7.81128585e-01, 0.00000000e+00
-1.03752575e+01, -2.24389863e+00, 1.24020576e-02, 9.88148560e+02, 8.20115280e+01, 8.74640644e-01, 0.00000000e+00
6.87961746e-03, -4.74886131e+00, 1.24020576e-02, 2.63764618e+02, 9.25161209e+01, -1.20664978e+00, 0.00000000e+00
1.57772481e-01, -4.97819376e+00, 1.24020576e-02, 2.56252686e+02, 9.29880676e+01, -8.19964468e-01, 0.00000000e+00
3.43957543e-01, -4.71435833e+00, 1.24020576e-02, 2.19551331e+02, 9.29244919e+01, -1.02541125e+00, 0.00000000e+00
-5.81876747e-02, 4.35269213e+00, 1.24020576e-02, 2.30671387e+02, 9.20014954e+01, 1.99825203e+00, 0.00000000e+00
1.16722872e-02, 4.02819490e+00, 1.24020576e-02, 1.93140411e+02, 9.19846191e+01, 2.50184655e+00, 0.00000000e+00
-1.37460670e+01, -4.99314451e+00, 1.24020576e-02, 1.18987964e+03, 8.16907959e+01, 2.49434805e+00, 0.00000000e+00
5.61901093e+00, 4.65922642e+00, 1.24020576e-02, 6.64280777e+01, 9.42079544e+01, -2.72117162e+00, 0.00000000e+00
5.70901966e+00, 4.36021328e+00, 1.24020576e-02, 7.02627563e+01, 9.36145859e+01, -2.81995296e+00, 0.00000000e+00
5.90954781e+00, 4.58454704e+00, 1.24020576e-02, 7.40391922e+01, 9.39683533e+01, -2.64721513e+00, 0.00000000e+00
-4.28324461e+00, 3.30233026e+00, 1.24020576e-02, 7.82283875e+02, 8.49198990e+01, 9.93127406e-01, 0.00000000e+00
5.54902029e+00, -6.19256830e+00, 1.24020576e-02, 8.38049164e+01, 8.54850464e+01, 1.92253613e+00, 0.00000000e+00
5.58970404e+00, -5.96283293e+00, 1.24020576e-02, 8.09569702e+01, 9.04376450e+01, 2.11022735e+00, 0.00000000e+00
5.25497770e+00, -6.13452578e+00, 1.24020576e-02, 8.63143005e+01, 8.66430664e+01, 1.94092739e+00, 0.00000000e+00
-5.66999102e+00, -4.50396824e+00, 1.24020576e-02, 7.83152222e+02, 8.62838135e+01, 4.39629436e-01, 0.00000000e+00
-1.45276985e+01, 5.26299429e+00, 1.24020576e-02, 1.27954211e+03, 8.10680923e+01, -2.29190373e+00, 0.00000000e+00
-1.39384212e+01, -2.12816715e+00, 1.24020576e-02, 1.11334058e+03, 8.03890915e+01, 6.04523659e-01, 0.00000000e+00
-1.36921196e+01, -1.94958258e+00, 1.24020576e-02, 1.10247034e+03, 8.04566116e+01, 5.86557627e-01, 0.00000000e+00
-1.39500885e+01, -1.75865579e+00, 1.24020576e-02, 1.10705872e+03, 8.03480682e+01, 4.77993816e-01, 0.00000000e+00
-1.51205063e+01, -2.53705215e+00, 1.24020576e-02, 1.14845605e+03, 8.00880737e+01, 3.57450008e-01, 0.00000000e+00
-1.54302931e+01, -2.65237474e+00, 1.24020576e-02, 1.15662561e+03, 8.00402985e+01, 2.48811871e-01, 0.00000000e+00
1.00612497e+01, 2.08441973e+00, 1.24020576e-02, 1.11587944e+01, 9.55290146e+01, -5.73119974e+00, 0.00000000e+00
-1.42407894e+01, 9.89616334e-01, 1.24020576e-02, 1.10445569e+03, 8.02271347e+01, -2.32627943e-01, 0.00000000e+00
-1.44941578e+01, 1.10609567e+00, 1.24020576e-02, 1.10987769e+03, 8.01732101e+01, -2.31286258e-01, 0.00000000e+00
-1.45037088e+01, 8.08516264e-01, 1.24020576e-02, 1.10747546e+03, 8.01653214e+01, -1.65937155e-01, 0.00000000e+00
1.15014048e+01, -5.22120667e+00, 1.24020576e-02, 6.45683441e+01, 9.44411850e+01, 1.51058114e+00, 0.00000000e+00
1.15171251e+01, -4.92441559e+00, 1.24020576e-02, 6.50261536e+01, 9.49544296e+01, 1.43805826e+00, 0.00000000e+00
1.12096367e+01, -5.09080505e+00, 1.24020576e-02, 7.01471634e+01, 9.47318726e+01, 1.44696140e+00, 0.00000000e+00
6.38579035e+00, 2.68699479e+00, 1.24020576e-02, 1.71373917e+02, 8.89960632e+01, -2.80855131e+00, 0.00000000e+00
6.39214897e+00, 2.36523509e+00, 1.24020576e-02, 2.08242630e+02, 8.74004059e+01, -2.94674683e+00, 0.00000000e+00
4.47448206e+00, 6.90189934e+00, 1.24020576e-02, 8.87089539e+01, 5.15642204e+01, -8.62769186e-01, 0.00000000e+00
4.36172342e+00, 6.60284948e+00, 1.24020576e-02, 8.88597641e+01, 7.07376785e+01, -1.39746845e+00, 0.00000000e+00
4.66449070e+00, 6.60288620e+00, 1.24020576e-02, 7.93591995e+01, 7.00379333e+01, -1.43744099e+00, 0.00000000e+00
-2.82472301e+00, -6.91025734e+00, 1.24020576e-02, 5.48778137e+02, 5.57355690e+01, 3.06946202e-03, 0.00000000e+00
-2.96574092e+00, -7.19364119e+00, 1.24020576e-02, 5.57533447e+02, 3.13151531e+01, 3.03077191e-04, 0.00000000e+00
-2.66574097e+00, -7.19364119e+00, 1.24020576e-02, 5.36244141e+02, 3.11445141e+01, 1.72668025e-02, 0.00000000e+00
1.11587839e+01, -1.48238528e+00, 1.24020576e-02, 9.41137466e+01, 8.02648773e+01, -8.06752491e+00, 0.00000000e+00
1.14339361e+01, -1.31619251e+00, 1.24020576e-02, 4.91039925e+01, 7.76047592e+01, -8.87554836e+00, 0.00000000e+00
1.11368732e+01, -1.17133725e+00, 1.24020576e-02, 8.89081116e+01, 7.18413010e+01, -1.03562050e+01, 0.00000000e+00
1.38045654e+01, 2.24569845e+00, 1.24020576e-02, 2.63739834e+01, 9.07308807e+01, 3.86658406e+00, 0.00000000e+00
-1.52192936e+01, 1.04911447e-01, 1.24020576e-02, 1.11328809e+03, 8.00448532e+01, -1.05638681e-02, 0.00000000e+00
-1.49912806e+01, -4.41095605e-02, 1.24020576e-02, 1.11124939e+03, 8.00721359e+01, 4.68180934e-03, 0.00000000e+00
-1.50469065e+01, 2.89067000e-01, 1.24020576e-02, 1.11209485e+03, 8.00642090e+01, -3.44548970e-02, 0.00000000e+00
-9.04147434e+00, 1.19810688e+00, 1.24020576e-02, 9.51289551e+02, 8.21391296e+01, -3.52477908e-01, 0.00000000e+00
-9.39258003e+00, 1.36548007e+00, 1.24020576e-02, 9.59468262e+02, 8.20743332e+01, -4.39679235e-01, 0.00000000e+00
-9.35334396e+00, 1.06198478e+00, 1.24020576e-02, 9.60461121e+02, 8.20083084e+01, -3.34210426e-01, 0.00000000e+00
-9.13369942e+00, 2.10138202e+00, 1.24020576e-02, 9.44630005e+02, 8.24594955e+01, -6.63002551e-01, 0.00000000e+00
-9.48673058e+00, 2.26441026e+00, 1.24020576e-02, 9.52833191e+02, 8.24107666e+01, -7.75996923e-01, 0.00000000e+00
-9.47105217e+00, 1.97247052e+00, 1.24020576e-02, 9.55885437e+02, 8.22759399e+01, -6.60902739e-01, 0.00000000e+00
7.27329779e+00, -3.54425788e+00, 1.24020576e-02, 9.52224884e+01, 9.34235001e+01, 3.35667324e+00, 0.00000000e+00
7.11843061e+00, -3.79067397e+00, 1.24020576e-02, 9.18431854e+01, 9.36682434e+01, 3.05819702e+00, 0.00000000e+00
7.49329996e+00, -3.80708909e+00, 1.24020576e-02, 9.80264816e+01, 9.33538818e+01, 3.14127302e+00, 0.00000000e+00
-1.22301655e+01, 4.35632658e+00, 1.24020576e-02, 1.05846472e+03, 8.25936661e+01, -2.29545593e+00, 0.00000000e+00
-1.24487114e+01, 4.29743814e+00, 1.24020576e-02, 1.07222559e+03, 8.23247910e+01, -2.22706532e+00, 0.00000000e+00
-1.22099714e+01, 4.13874006e+00, 1.24020576e-02, 1.05945667e+03, 8.23131180e+01, -2.08588672e+00, 0.00000000e+00
-9.58246887e-02, 5.89797354e+00, 1.24020576e-02, 3.04337067e+02, 9.17645721e+01, 9.64334831e-02, 0.00000000e+00
-4.41375077e-01, 5.98296738e+00, 1.24020576e-02, 3.41250305e+02, 9.09898376e+01, 1.46084353e-01, 0.00000000e+00
-3.63764256e-01, 5.66565561e+00, 1.24020576e-02, 3.22070801e+02, 9.26720963e+01, 3.65002185e-01, 0.00000000e+00
4.96725798e+00, 6.60292339e+00, 1.24020576e-02, 6.78603668e+01, 7.00029907e+01, -1.40949309e+00, 0.00000000e+00
-4.96892691e+00, 1.71035028e+00, 1.24020576e-02, 8.99574097e+02, 8.28501968e+01, 6.35757148e-01, 0.00000000e+00
-5.25597429e+00, 1.93827856e+00, 1.24020576e-02, 8.87022278e+02, 8.30662308e+01, 4.88491595e-01, 0.00000000e+00
-5.24194288e+00, 1.56757987e+00, 1.24020576e-02, 9.03336426e+02, 8.27697906e+01, 4.67402130e-01, 0.00000000e+00
-1.12757359e+01, 5.54732621e-01, 1.24020576e-02, 1.02032544e+03, 8.12229767e+01, -2.18394279e-01, 0.00000000e+00
-1.15619221e+01, 2.79670238e-01, 1.24020576e-02, 1.02906262e+03, 8.11008224e+01, -1.18911780e-01, 0.00000000e+00
-1.11864977e+01, 1.85038194e-01, 1.24020576e-02, 1.01801953e+03, 8.12338257e+01, -8.02300498e-02, 0.00000000e+00
-7.23100758e+00, -9.00728583e-01, 1.24020576e-02, 9.23488037e+02, 8.24746857e+01, 9.66930762e-02, 0.00000000e+00
-7.49633026e+00, -7.06392825e-01, 1.24020576e-02, 9.27574463e+02, 8.23947601e+01, 1.04995348e-01, 0.00000000e+00
7.92687035e+00, -1.09784856e-01, 1.24020576e-02, -5.99189835e+01, 6.40798111e+01, 1.96369400e+01, 0.00000000e+00
8.06800461e+00, 1.00141585e-01, 1.24020576e-02, -2.24323487e+00, 5.91673012e+01, 2.06505241e+01, 0.00000000e+00
7.82685995e+00, 1.36608571e-01, 1.24020576e-02, -2.88728180e+01, 5.70440063e+01, 1.72821236e+01, 0.00000000e+00
-1.26785765e+01, 6.52717400e+00, 1.24020576e-02, 1.05961914e+03, 8.69913101e+01, -4.99172783e+00, 0.00000000e+00
-1.28882809e+01, 6.24526072e+00, 1.24020576e-02, 1.09996106e+03, 8.62513428e+01, -4.68614578e+00, 0.00000000e+00
-1.21403055e+01, -6.20249557e+00, 1.24020576e-02, 1.02746179e+03, 8.72523041e+01, 4.18021297e+00, 0.00000000e+00
-1.20715151e+01, -5.94274282e+00, 1.24020576e-02, 1.03276038e+03, 8.61011887e+01, 3.80191040e+00, 0.00000000e+00
-1.23284016e+01, -6.05851460e+00, 1.24020576e-02, 1.05076270e+03, 8.63182983e+01, 4.06688309e+00, 0.00000000e+00
-6.30026102e+00, -1.24449682e+00, 1.24020576e-02, 9.13904114e+02, 8.26662827e+01, -5.85467629e-02, 0.00000000e+00
-7.24900675e+00, 8.41482580e-01, 1.24020576e-02, 9.21591980e+02, 8.24562149e+01, -8.90165344e-02, 0.00000000e+00
-6.97036409e+00, 1.03022742e+00, 1.24020576e-02, 9.16233826e+02, 8.25376663e+01, -7.11210594e-02, 0.00000000e+00
-7.11034060e+00, 3.91441059e+00, 1.24020576e-02, 8.43857239e+02, 8.47574692e+01, -7.76396453e-01, 0.00000000e+00
-7.01947069e+00, 4.25862837e+00, 1.24020576e-02, 8.29127686e+02, 8.53055649e+01, -8.72442544e-01, 0.00000000e+00
-7.35300922e+00, 4.14855528e+00, 1.24020576e-02, 8.43952393e+02, 8.49993362e+01, -9.57157791e-01, 0.00000000e+00
-4.17151928e+00, -3.19150710e+00, 1.24020576e-02, 8.00445068e+02, 8.48517761e+01, -1.14026988e+00, 0.00000000e+00
-3.95872927e+00, -3.11729932e+00, 1.24020576e-02, 7.99127258e+02, 8.48301010e+01, -1.38158643e+00, 0.00000000e+00
-4.18242311e+00, -2.92660546e+00, 1.24020576e-02, 8.19680176e+02, 8.44555588e+01, -1.23588324e+00, 0.00000000e+00
-8.13383007e+00, 5.15565634e-01, 1.24020576e-02, 9.36636414e+02, 8.22499390e+01, -1.04160748e-01, 0.00000000e+00
-7.82877779e+00, 3.96692872e-01, 1.24020576e-02, 9.32190918e+02, 8.22952194e+01, -6.63109571e-02, 0.00000000e+00
-7.80517817e+00, 7.36170948e-01, 1.24020576e-02, 9.29801025e+02, 8.23466263e+01, -1.26287714e-01, 0.00000000e+00
-3.51108217e+00, -6.59948540e+00, 1.24020576e-02, 5.93239258e+02, 7.44311905e+01, 1.62420914e-01, 0.00000000e+00
-3.42054939e+00, -6.88633966e+00, 1.24020576e-02, 5.88438782e+02, 5.67123833e+01, 6.68816641e-02, 0.00000000e+00
-3.25761199e+00, -6.68001747e+00, 1.24020576e-02, 5.75896057e+02, 7.05538101e+01, 1.12882748e-01, 0.00000000e+00
2.18317676e+00, -5.17392540e+00, 1.24020576e-02, 1.10767204e+02, 9.47146530e+01, 9.88423288e-01, 0.00000000e+00
-5.70931721e+00, -2.38286543e+00, 1.24020576e-02, 8.76729248e+02, 8.34786453e+01, -2.32632831e-01, 0.00000000e+00
-5.71023417e+00, -2.02384210e+00, 1.24020576e-02, 8.90915833e+02, 8.31679153e+01, -2.62044579e-01, 0.00000000e+00
9.70472527e+00, 6.94240952e+00, 1.24020576e-02, 4.55136223e+01, 4.07364845e+01, -4.46829945e-01, 0.00000000e+00
9.66646194e+00, 7.24781656e+00, 1.24020576e-02, 3.97104492e+01, 1.80120163e+01, -1.70202523e-01, 0.00000000e+00
9.35272884e+00, 7.15929317e+00, 1.24020576e-02, 5.69226875e+01, 2.67213650e+01, -2.57414252e-01, 0.00000000e+00
-3.44544458e+00, 6.51961946e+00, 1.24020576e-02, 5.80628052e+02, 7.70439682e+01, -2.13564411e-01, 0.00000000e+00
-3.25250721e+00, 6.21054506e+00, 1.24020576e-02, 5.71328552e+02, 8.63656540e+01, -2.09042445e-01, 0.00000000e+00
-3.14373708e+00, 6.56196833e+00, 1.24020576e-02, 5.58524902e+02, 7.63883286e+01, -1.29031166e-01, 0.00000000e+00
-2.80028296e+00, 6.56669569e+00, 1.24020576e-02, 5.30627563e+02, 7.59367523e+01, -7.75221065e-02, 0.00000000e+00
-2.46233726e+00, 6.39532804e+00, 1.24020576e-02, 5.07638824e+02, 8.23094711e+01, -2.91519668e-02, 0.00000000e+00
-1.57171803e+01, -7.36390173e-01, 1.24020576e-02, 1.11933630e+03, 8.00079117e+01, 3.11877336e-02, 0.00000000e+00
-1.54620085e+01, -4.69652593e-01, 1.24020576e-02, 1.11628223e+03, 8.00219955e+01, 3.45731340e-02, 0.00000000e+00
1.15527544e+01, -6.85509491e+00, 1.24020576e-02, 6.77131958e+01, 4.42856750e+01, 4.03300166e-01, 0.00000000e+00
1.16791325e+01, -6.53264236e+00, 1.24020576e-02, 6.52321701e+01, 6.29456482e+01, 8.08546066e-01, 0.00000000e+00
1.13673210e+01, -6.57141638e+00, 1.24020576e-02, 6.45632172e+01, 6.07538719e+01, 7.11020529e-01, 0.00000000e+00
-2.09794331e+00, -5.97142076e+00, 1.24020576e-02, 5.02521912e+02, 9.00421524e+01, -1.83266684e-01, 0.00000000e+00
2.02890801e+00, -6.00034332e+00, 1.24020576e-02, 1.74119995e+02, 9.13467789e+01, 1.06328309e+00, 0.00000000e+00
2.23651671e+00, -5.70652676e+00, 1.24020576e-02, 1.46766617e+02, 9.40291443e+01, 1.17181718e+00, 0.00000000e+00
5.26504612e+00, 5.00205755e+00, 1.24020576e-02, 6.03473282e+01, 9.48322678e+01, -2.64573789e+00, 0.00000000e+00
5.52900267e+00, 4.95823956e+00, 1.24020576e-02, 6.44244461e+01, 9.46832809e+01, -2.63423610e+00, 0.00000000e+00
5.43789387e+00, 5.22611189e+00, 1.24020576e-02, 6.39996338e+01, 9.48871689e+01, -2.56141639e+00, 0.00000000e+00
3.78324747e+00, 4.54531765e+00, 1.24020576e-02, 1.91265259e+01, 9.48862152e+01, -2.27442789e+00, 0.00000000e+00
3.97686744e+00, 4.80843687e+00, 1.24020576e-02, 3.48731346e+01, 9.50573425e+01, -2.34361768e+00, 0.00000000e+00
3.61240935e+00, 4.79498863e+00, 1.24020576e-02, 3.35218544e+01, 9.51232758e+01, -2.08844495e+00, 0.00000000e+00
1.74156320e+00, -6.90013742e+00, 1.24020576e-02, 2.20276016e+02, 5.47055168e+01, 4.73623902e-01, 0.00000000e+00
1.43833041e+00, -6.93718433e+00, 1.24020576e-02, 2.33895859e+02, 5.34597282e+01, 3.67267936e-01, 0.00000000e+00
1.57078159e+00, -7.20006847e+00, 1.24020576e-02, 2.31149216e+02, 3.04679260e+01, 2.17432499e-01, 0.00000000e+00
-1.24682369e+01, 4.05355263e+00, 1.24020576e-02, 1.07294202e+03, 8.20429153e+01, -2.01207685e+00, 0.00000000e+00
-1.24756470e+01, 3.80447721e+00, 1.24020576e-02, 1.07217065e+03, 8.18273697e+01, -1.81590986e+00, 0.00000000e+00
-1.22691011e+01, 3.92173076e+00, 1.24020576e-02, 1.06154517e+03, 8.20783081e+01, -1.91692924e+00, 0.00000000e+00
-1.12036619e+01, -5.57705164e+00, 1.24020576e-02, 9.78778809e+02, 8.56164322e+01, 3.09772277e+00, 0.00000000e+00
-1.11301498e+01, -5.80505514e+00, 1.24020576e-02, 9.66383118e+02, 8.65676880e+01, 3.28036928e+00, 0.00000000e+00
-1.09121647e+01, -5.64325333e+00, 1.24020576e-02, 9.59478210e+02, 8.61516953e+01, 3.05744624e+00, 0.00000000e+00
-5.66590023e+00, -7.27328587e+00, 1.24020576e-02, 6.79125793e+02, 2.46498756e+01, -1.01712666e-01, 0.00000000e+00
-5.40095043e+00, -7.20345163e+00, 1.24020576e-02, 6.88287231e+02, 3.02282925e+01, -8.99966657e-02, 0.00000000e+00
6.62955189e+00, 1.03920329e+00, 1.24020576e-02, 3.92859802e+02, 6.72885818e+01, -4.10843611e+00, 0.00000000e+00
6.68931198e+00, 1.31250036e+00, 1.24020576e-02, 3.82726349e+02, 7.49431992e+01, -8.59998465e-01, 0.00000000e+00
-8.41171169e+00, 6.37003779e-01, 1.24020576e-02, 9.41627258e+02, 8.22035217e+01, -1.49324834e-01, 0.00000000e+00
3.87416244e+00, -4.65152359e+00, 1.24020576e-02, 5.87257843e+01, 9.44156876e+01, 1.89413834e+00, 0.00000000e+00
3.67256451e+00, -4.32856178e+00, 1.24020576e-02, 3.90617981e+01, 9.40457230e+01, 1.84108603e+00, 0.00000000e+00
3.47473574e+00, -4.66815042e+00, 1.24020576e-02, 5.38337631e+01, 9.44196167e+01, 1.75620747e+00, 0.00000000e+00
3.69432569e+00, -6.42654753e+00, 1.24020576e-02, 1.21658646e+02, 7.96013641e+01, 1.45487320e+00, 0.00000000e+00
3.63982177e+00, -6.24929857e+00, 1.24020576e-02, 1.19286713e+02, 8.57420502e+01, 1.59102440e+00, 0.00000000e+00
9.26637650e+00, -5.32492542e+00, 1.24020576e-02, 8.24677124e+01, 9.39237900e+01, 1.82354987e+00, 0.00000000e+00
9.10798168e+00, -5.10831833e+00, 1.24020576e-02, 8.75127945e+01, 9.44144058e+01, 1.93868315e+00, 0.00000000e+00
8.90941334e+00, -5.38436556e+00, 1.24020576e-02, 8.15713043e+01, 9.37920761e+01, 1.94612467e+00, 0.00000000e+00
1.18840475e+01, 4.90358257e+00, 1.24020576e-02, 4.51367722e+01, 9.44636612e+01, -1.74026215e+00, 0.00000000e+00
1.15975466e+01, 4.77649403e+00, 1.24020576e-02, 4.98387794e+01, 9.45034561e+01, -1.87212443e+00, 0.00000000e+00
1.19165392e+01, 4.61719131e+00, 1.24020576e-02, 4.85124512e+01, 9.43640442e+01, -1.75163424e+00, 0.00000000e+00
2.63703442e+00, -4.80061817e+00, 1.24020576e-02, 6.71513519e+01, 9.45333862e+01, 1.25048006e+00, 0.00000000e+00
2.28166080e+00, -4.79262686e+00, 1.24020576e-02, 7.53907089e+01, 9.44489136e+01, 9.54506874e-01, 0.00000000e+00
2.46855617e+00, -5.08852053e+00, 1.24020576e-02, 9.54249878e+01, 9.47555771e+01, 1.19241798e+00, 0.00000000e+00
9.32946968e+00, -1.43597066e+00, 1.24020576e-02, 2.63453003e+02, 7.83930588e+01, 3.04243398e+00, 0.00000000e+00
9.33809948e+00, -1.12588620e+00, 1.24020576e-02, 2.57699738e+02, 7.32890549e+01, 5.43584633e+00, 0.00000000e+00
-2.10270715e+00, 4.17562723e+00, 1.24020576e-02, 5.39579651e+02, 8.84103317e+01, 2.10283566e+00, 0.00000000e+00
-2.37668872e+00, 4.11951256e+00, 1.24020576e-02, 5.73647949e+02, 8.79596939e+01, 1.99230766e+00, 0.00000000e+00
-2.15411425e+00, 3.90983105e+00, 1.24020576e-02, 5.59714294e+02, 8.78856506e+01, 2.43429661e+00, 0.00000000e+00
